timestamp_s,dt_s,pitch_setpoint,pitch_measurement,pitch_control,roll_setpoint,roll_measurement,roll_control,yaw_setpoint,yaw_measurement,yaw_control
0.411,0.001,0.000,0.017,0.000,0.000,-0.039,0.000,0.000,-4.434,0.000
0.412,0.000,0.000,0.016,0.000,0.000,-0.039,0.000,0.000,-4.434,0.000
0.414,0.001,0.000,0.016,0.000,0.000,-0.039,0.000,0.000,-4.434,0.000
0.416,0.001,0.000,0.016,0.000,0.000,-0.039,0.000,0.000,-4.434,0.000
0.430,0.001,0.000,0.015,0.000,0.000,-0.041,0.000,0.000,-4.433,0.000
0.431,0.000,0.000,0.015,0.000,0.000,-0.041,0.000,0.000,-4.433,0.000
0.433,0.001,0.000,0.015,0.000,0.000,-0.041,0.000,0.000,-4.433,0.000
0.435,0.001,0.000,0.015,0.000,0.000,-0.041,0.000,0.000,-4.433,0.000
0.436,0.000,0.000,0.014,0.000,0.000,-0.041,0.000,0.000,-4.433,0.000
0.438,0.001,0.000,0.014,0.000,0.000,-0.041,0.000,0.000,-4.433,0.000
0.440,0.001,0.000,0.014,0.000,0.000,-0.041,0.000,0.000,-4.432,0.000
0.441,0.000,0.000,0.014,0.000,0.000,-0.042,0.000,0.000,-4.432,0.000
0.455,0.000,0.000,0.013,0.000,0.000,-0.043,0.000,0.000,-4.431,0.000
0.457,0.000,0.000,0.013,0.000,0.000,-0.043,0.000,0.000,-4.431,0.000
0.459,0.001,0.000,0.013,0.000,0.000,-0.043,0.000,0.000,-4.431,0.000
0.461,0.001,0.000,0.013,0.000,0.000,-0.043,0.000,0.000,-4.431,0.000
0.462,0.000,0.000,0.013,0.000,0.000,-0.043,0.000,0.000,-4.431,0.000
0.464,0.001,0.000,0.013,0.000,0.000,-0.044,0.000,0.000,-4.431,0.000
0.465,0.000,0.000,0.013,0.000,0.000,-0.044,0.000,0.000,-4.431,0.000
0.483,0.000,0.000,0.012,0.000,0.000,-0.045,0.000,0.000,-4.430,0.000
0.485,0.001,0.000,0.012,0.000,0.000,-0.045,0.000,0.000,-4.430,0.000
0.487,0.001,0.000,0.012,0.000,0.000,-0.045,0.000,0.000,-4.430,0.000
0.488,0.000,0.000,0.012,0.000,0.000,-0.045,0.000,0.000,-4.430,0.000
0.490,0.001,0.000,0.012,0.000,0.000,-0.045,0.000,0.000,-4.430,0.000
0.491,0.000,0.000,0.012,0.000,0.000,-0.045,0.000,0.000,-4.430,0.000
0.493,0.000,0.000,0.012,0.000,0.000,-0.045,0.000,0.000,-4.430,0.000
0.508,0.001,0.000,0.012,0.000,0.000,-0.046,0.000,0.000,-4.429,0.000
0.509,0.000,0.000,0.012,0.000,0.000,-0.046,0.000,0.000,-4.429,0.000
0.511,0.001,0.000,0.012,0.000,0.000,-0.046,0.000,0.000,-4.429,0.000
0.513,0.001,0.000,0.012,0.000,0.000,-0.046,0.000,0.000,-4.429,0.000
0.514,0.000,0.000,0.012,0.000,0.000,-0.046,0.000,0.000,-4.429,0.000
0.516,0.001,0.000,0.013,0.000,0.000,-0.046,0.000,0.000,-4.429,0.000
0.518,0.001,0.000,0.013,0.000,0.000,-0.046,0.000,0.000,-4.429,0.000
0.519,0.000,0.000,0.013,0.000,0.000,-0.046,0.000,0.000,-4.429,0.000
0.533,0.000,0.000,0.015,0.000,0.000,-0.046,0.000,0.000,-4.428,0.000
0.535,0.001,0.000,0.015,0.000,0.000,-0.046,0.000,0.000,-4.428,0.000
0.537,0.001,0.000,0.015,0.000,0.000,-0.046,0.000,0.000,-4.428,0.000
0.539,0.001,0.000,0.015,0.000,0.000,-0.046,0.000,0.000,-4.428,0.000
0.540,0.001,0.000,0.016,0.000,0.000,-0.046,0.000,0.000,-4.428,0.000
0.542,0.001,0.000,0.016,0.000,0.000,-0.046,0.000,0.000,-4.428,0.000
0.543,0.000,0.000,0.016,0.000,0.000,-0.046,0.000,0.000,-4.428,0.000
0.556,0.000,0.000,0.019,0.000,0.000,-0.045,0.000,0.000,-4.428,0.000
0.558,0.001,0.000,0.019,0.000,0.000,-0.045,0.000,0.000,-4.428,0.000
0.560,0.001,0.000,0.019,0.000,0.000,-0.045,0.000,0.000,-4.428,0.000
0.561,0.000,0.000,0.019,0.000,0.000,-0.045,0.000,0.000,-4.428,0.000
0.563,0.000,0.000,0.020,0.000,0.000,-0.045,0.000,0.000,-4.428,0.000
0.565,0.001,0.000,0.020,0.000,0.000,-0.045,0.000,0.000,-4.428,0.000
0.567,0.001,0.000,0.020,0.000,0.000,-0.045,0.000,0.000,-4.428,0.000
0.568,0.001,0.000,0.021,0.000,0.000,-0.045,0.000,0.000,-4.428,0.000
0.582,0.000,0.000,0.023,0.000,0.000,-0.045,0.000,0.000,-4.428,0.000
0.584,0.001,0.000,0.023,0.000,0.000,-0.045,0.000,0.000,-4.428,0.000
0.586,0.001,0.000,0.023,0.000,0.000,-0.045,0.000,0.000,-4.428,0.000
0.587,0.000,0.000,0.024,0.000,0.000,-0.045,0.000,0.000,-4.428,0.000
0.589,0.001,0.000,0.024,0.000,0.000,-0.045,0.000,0.000,-4.428,0.000
0.591,0.001,0.000,0.024,0.000,0.000,-0.045,0.000,0.000,-4.428,0.000
0.592,0.000,0.000,0.024,0.000,0.000,-0.044,0.000,0.000,-4.428,0.000
0.606,0.000,0.000,0.026,0.000,0.000,-0.044,0.000,0.000,-4.428,0.000
0.608,0.001,0.000,0.027,0.000,0.000,-0.044,0.000,0.000,-4.428,0.000
0.610,0.001,0.000,0.027,0.000,0.000,-0.044,0.000,0.000,-4.428,0.000
0.611,0.000,0.000,0.027,0.000,0.000,-0.044,0.000,0.000,-4.428,0.000
0.613,0.001,0.000,0.027,0.000,0.000,-0.044,0.000,0.000,-4.428,0.000
0.615,0.001,0.000,0.027,0.000,0.000,-0.044,0.000,0.000,-4.428,0.000
0.616,0.000,0.000,0.028,0.000,0.000,-0.044,0.000,0.000,-4.428,0.000
0.631,0.001,0.000,0.029,0.000,0.000,-0.043,0.000,0.000,-4.428,0.000
0.632,0.000,0.000,0.029,0.000,0.000,-0.043,0.000,0.000,-4.428,0.000
0.634,0.001,0.000,0.029,0.000,0.000,-0.043,0.000,0.000,-4.428,0.000
0.636,0.001,0.000,0.029,0.000,0.000,-0.043,0.000,0.000,-4.428,0.000
0.637,0.000,0.000,0.029,0.000,0.000,-0.043,0.000,0.000,-4.428,0.000
0.639,0.001,0.000,0.030,0.000,0.000,-0.043,0.000,0.000,-4.428,0.000
0.641,0.001,0.000,0.030,0.000,0.000,-0.043,0.000,0.000,-4.428,0.000
0.642,0.000,0.000,0.030,0.000,0.000,-0.042,0.000,0.000,-4.428,0.000
0.656,0.000,0.000,0.030,0.000,0.000,-0.042,0.000,0.000,-4.428,0.000
0.658,0.001,0.000,0.030,0.000,0.000,-0.042,0.000,0.000,-4.428,0.000
0.660,0.001,0.000,0.030,0.000,0.000,-0.042,0.000,0.000,-4.428,0.000
